thetas version times mems
250 0.2.4 4466.23 37520
250 0.2.4 4257.97 35792
250 0.2.4 3906.66 32624
250 0.2.4 4020.86 33024
250 0.2.4 4186.79 34544
250 0.2.4 4327.27 37200
250 0.2.4 4265.65 35680
250 0.2.4 4417.33 34832
250 0.2.4 4269.5 36176
250 0.2.4 4506.61 39168
250 0.2.4 3844.74 31776
250 0.2.4 4166.87 34544
250 0.2.4 4185.56 34912
250 0.2.4 3929.4 33632
250 0.2.4 4054.62 35152
250 0.2.4 4036.46 34800
250 0.2.4 4458.37 38912
250 0.2.4 4179.33 34256
250 0.2.4 4533.34 38288
250 0.2.4 3975.96 33376
250 0.2.4 4429.38 37888
250 0.2.4 4103.03 32368
250 0.2.4 4427.62 36240
250 0.2.4 4213.12 33728
250 0.2.4 4030.34 35056
250 0.2.4 4495.06 38320
250 0.2.4 4088.22 33600
250 0.2.4 4010.42 34320
250 0.2.4 4057 36208
250 0.2.4 4241.66 35376
250 0.2.4 4459.77 37344
250 0.2.4 4280.53 36800
250 0.2.4 4194.02 37440
250 0.2.4 4261.83 36816
250 0.2.4 4183.5 34528
250 0.2.4 4063.77 36976
250 0.2.4 4142.18 32576
250 0.2.4 4145.66 33168
250 0.2.4 4152.86 36544
250 0.2.4 4264.31 37184
250 0.2.4 4165.54 35552
250 0.2.4 4156.23 34784
250 0.2.4 4236.34 35488
250 0.2.4 4188.42 34912
250 0.2.4 4234.99 35440
250 0.2.4 4264.59 38000
250 0.2.4 4402.91 37536
250 0.2.4 4135.24 32384
250 0.2.4 3734.73 38240
250 0.2.4 4073.7 35776
250 0.2.4 3687.13 32800
250 0.2.4 3357.01 36240
250 0.2.4 3629.37 33856
250 0.2.4 4259.23 36784
250 0.2.4 4208.06 35040
250 0.2.4 4187.47 34048
250 0.2.4 3718.01 35408
250 0.2.4 3166.13 39264
250 0.2.4 4271.07 35648
250 0.2.4 3657.19 32288
250 0.2.4 4079.41 34208
250 0.2.4 4244.11 36032
250 0.2.4 3985.89 33344
250 0.2.4 4077.13 32000
250 0.2.4 3730.55 34336
250 0.2.4 4287.29 36032
250 0.2.4 4202.82 33440
250 0.2.4 3919.08 35504
250 0.2.4 4011.38 34512
250 0.2.4 3199.1 33904
250 0.2.4 4141.52 34800
250 0.2.4 4399.61 39840
250 0.2.4 4349.9 35104
250 0.2.4 3774.96 33808
250 0.2.4 3805.09 33952
250 0.2.4 4307.36 36864
250 0.2.4 3752.41 37136
250 0.2.4 4097.45 34896
250 0.2.4 4095.26 35584
250 0.2.4 4011.64 35440
250 0.2.4 4256.4 34576
250 0.2.4 4289.11 38256
250 0.2.4 4262.24 35232
250 0.2.4 4502.95 38688
250 0.2.4 4158.48 34944
250 0.2.4 2946.58 36016
250 0.2.4 4407.05 36848
250 0.2.4 3594.44 34640
250 0.2.4 4029.78 31568
250 0.2.4 3647.49 32208
250 0.2.4 4243.1 34128
250 0.2.4 3810.47 34672
250 0.2.4 4094.49 33040
250 0.2.4 3754.89 36704
250 0.2.4 4409.77 36720
250 0.2.4 3875.52 38592
250 0.2.4 4117.47 34672
250 0.2.4 3831.6 32592
250 0.2.4 4223.13 33600
250 0.2.4 3612.29 35776
250 0.2.4 4103.59 33856
250 0.2.4 3004.3 37584
250 0.2.4 4092.64 34240
250 0.2.4 4313.13 37344
250 0.2.4 3632.85 31728
250 0.2.4 3388.41 33728
250 0.2.4 4242.46 37104
250 0.2.4 4258.55 35584
250 0.2.4 4167.74 33536
250 0.2.4 4034.65 32064
250 0.2.4 4162.36 35568
250 0.2.4 4333.76 35920
500 0.2.5 3645.41 93824
500 0.2.5 3773.2 88128
500 0.2.5 3426.08 87936
500 0.2.5 3769.62 92640
500 0.2.5 3693.04 88080
500 0.2.5 3519.31 90480
500 0.2.5 3748.24 90096
500 0.2.5 3745.6 91728
500 0.2.5 3739.58 84736
500 0.2.5 3647.88 92032
500 0.2.5 3730.58 85600
500 0.2.5 3810.68 94112
500 0.2.5 3733.71 91168
500 0.2.5 3778.43 95632
500 0.2.5 3645.25 95328
500 0.2.5 3422.48 88464
500 0.2.5 3418.9 93936
500 0.2.5 3622.27 93856
500 0.2.5 4474.73 91360
500 0.2.5 3390.14 93904
500 0.2.5 4111.21 84432
500 0.2.5 3646.64 93920
500 0.2.5 3707.6 96160
500 0.2.5 4403 94464
500 0.2.5 3853.56 97376
500 0.2.5 4390.92 97856
500 0.2.5 4462.09 93280
500 0.2.5 4197.9 94576
500 0.2.5 4286.78 88864
500 0.2.5 4114.17 92368
500 0.2.5 3992.94 93008
500 0.2.5 4592.19 103056
500 0.2.5 4078.87 93840
500 0.2.5 3686.43 93408
500 0.2.5 4172.26 88896
500 0.2.5 3651.33 91424
500 0.2.5 4094.94 99360
500 0.2.5 4494.69 102064
500 0.2.5 4409.98 95744
500 0.2.5 4250.92 93792
500 0.2.5 4437.09 98672
500 0.2.5 4427.82 91888
500 0.2.5 4349.91 91856
500 0.2.5 4052.19 93744
500 0.2.5 4338.86 99664
500 0.2.5 4380.52 90992
500 0.2.5 4358.17 90960
500 0.2.5 4057.38 92272
500 0.2.5 4459.13 94720
500 0.2.5 4482.95 94656
500 0.2.5 3833.26 89856
500 0.2.5 3679.36 94352
500 0.2.5 3655.97 89552
500 0.2.5 4281.56 84704
500 0.2.5 3814.07 86848
500 0.2.5 4378.72 91200
500 0.2.5 3653.33 92160
500 0.2.5 4309.32 89728
500 0.2.5 3620.26 92048
500 0.2.5 4323.03 102208
500 0.2.5 3708.89 93408
500 0.2.5 3692.77 91232
500 0.2.5 3688.26 92448
500 0.2.5 3715.61 90128
500 0.2.5 3864.59 98096
500 0.2.5 4345.5 80960
500 0.2.5 3829.3 100912
500 0.2.5 4167.87 92976
500 0.2.5 3713.98 86688
500 0.2.5 4090.05 95120
500 0.2.5 3800.34 92416
500 0.2.5 4337.96 94400
500 0.2.5 3865.13 102576
500 0.2.5 4201 82432
500 0.2.5 3728.25 91824
500 0.2.5 4205.96 96256
500 0.2.5 4260.43 90512
500 0.2.5 4207.38 92784
500 0.2.5 4188.93 91744
500 0.2.5 4319.34 93440
500 0.2.5 4067.75 85424
500 0.2.5 4082.79 89152
500 0.2.5 4329.96 103136
500 0.2.5 4244.23 90128
500 0.2.5 4212.65 90816
500 0.2.5 4291.25 88656
500 0.2.5 4534.54 100400
500 0.2.5 4434.48 98016
500 0.2.5 4412.5 87136
500 0.2.5 4413.85 96816
500 0.2.5 4218.74 90832
500 0.2.5 3700.17 92240
500 0.2.5 4139.67 85760
500 0.2.5 3538.47 92960
500 0.2.5 4010.13 90384
500 0.2.5 3503.08 94736
500 0.2.5 4300.85 85104
500 0.2.5 3663.56 89152
500 0.2.5 4462.19 92944
500 0.2.5 3373.04 93040
500 0.2.5 4477.73 90784
500 0.2.5 3618.74 97520
500 0.2.5 4155.76 95472
500 0.2.5 3671.54 88352
500 0.2.5 3565.76 97904
500 0.2.5 3460.02 96160
500 0.2.5 3554.08 89904
500 0.2.5 3308.25 96848
500 0.2.5 3502.25 84896
500 0.2.5 3631.47 85136
500 0.2.5 3673.76 100816
500 0.2.5 3659.12 94480
500 0.2.5 3535.63 90016
500 0.2.5 3641.65 96496
500 0.2.5 4096.78 86304
500 0.2.5 3589.35 93472
500 0.2.5 4479.71 94992
500 0.2.5 3634.9 89424
500 0.2.5 4102.72 96544
500 0.2.5 3674.19 94432
500 0.2.5 4377.25 93712
500 0.2.5 3594.33 87072
500 0.2.5 4015.34 88832
500 0.2.5 3668.63 92896
500 0.2.5 4258.67 90288
500 0.2.5 3514.02 88048
500 0.2.5 4340.37 89744
500 0.2.5 3685.09 93248
500 0.2.4 10697.76 93008
500 0.2.4 10071.5 88944
500 0.2.4 9440.09 87808
500 0.2.4 10491.74 92640
500 0.2.4 9794.04 86816
500 0.2.4 10320.19 90416
500 0.2.4 9847.44 90496
500 0.2.4 10153.32 91328
500 0.2.4 10398.01 84752
500 0.2.4 10053.91 92688
500 0.2.4 9444.55 86640
500 0.2.4 11002.18 94224
500 0.2.4 10058.16 91920
500 0.2.4 10055.99 95808
500 0.2.4 10610.58 95744
500 0.2.4 9873.66 89440
500 0.2.4 9990.95 94016
500 0.2.4 10447.29 92800
500 0.2.4 10307.22 92368
500 0.2.4 10373.33 94064
500 0.2.4 9716.76 83792
500 0.2.4 10540.44 93120
500 0.2.4 10113.08 96336
500 0.2.4 10230.2 94832
500 0.2.4 10828.91 97280
500 0.2.4 10208.58 98512
500 0.2.4 10518.25 93296
500 0.2.4 10260.12 94896
500 0.2.4 9870.88 87664
500 0.2.4 10151.72 92240
500 0.2.4 10316.76 93072
500 0.2.4 10685.8 103968
500 0.2.4 10536.34 93648
500 0.2.4 9855.39 94256
500 0.2.4 10399.54 88400
500 0.2.4 10462.43 91792
500 0.2.4 10489.83 98848
500 0.2.4 10685.24 102000
500 0.2.4 10136.49 95472
500 0.2.4 10240.85 94592
500 0.2.4 10477.48 99120
500 0.2.4 10187.59 91584
500 0.2.4 10573.93 91632
500 0.2.4 10292.15 94832
500 0.2.4 10189.31 99120
500 0.2.4 10218.87 90624
500 0.2.4 10284.36 90480
500 0.2.4 10403.71 92464
500 0.2.4 10571.97 93840
500 0.2.4 10597.92 93984
500 0.2.4 10057.17 90304
500 0.2.4 10371.01 94704
500 0.2.4 9871.21 89552
500 0.2.4 9516.52 84704
500 0.2.4 10434.16 85440
500 0.2.4 10483.71 91168
500 0.2.4 9987.73 90912
500 0.2.4 9130.96 90096
500 0.2.4 10301.77 91520
500 0.2.4 9594.96 101888
500 0.2.4 10037.79 93728
500 0.2.4 9939.46 91328
500 0.2.4 10454 92784
500 0.2.4 10442.24 90480
500 0.2.4 10594.6 97520
500 0.2.4 8267.78 80912
500 0.2.4 10570.23 100208
500 0.2.4 8687.77 93792
500 0.2.4 8670.87 87712
500 0.2.4 8530.87 95952
500 0.2.4 10398.71 92752
500 0.2.4 8213.18 95776
500 0.2.4 9182.22 102832
500 0.2.4 8316.7 82944
500 0.2.4 8913.06 91552
500 0.2.4 8363.83 96048
500 0.2.4 9861.68 91216
500 0.2.4 8349.2 92944
500 0.2.4 9925.53 92944
500 0.2.4 8434.32 93488
500 0.2.4 8706.91 85680
500 0.2.4 7792.35 90080
500 0.2.4 10464.61 103936
500 0.2.4 7553.29 90240
500 0.2.4 10125.24 90720
500 0.2.4 7766.94 88064
500 0.2.4 10269.07 101520
500 0.2.4 7901.44 98144
500 0.2.4 9098.01 87248
500 0.2.4 10099.99 97024
500 0.2.4 10552.77 91152
500 0.2.4 10080.7 92464
500 0.2.4 10314.01 85984
500 0.2.4 9677.93 92656
500 0.2.4 8528.52 90256
500 0.2.4 9398.33 95440
500 0.2.4 10001.83 84416
500 0.2.4 9655.88 90864
500 0.2.4 10652.12 92800
500 0.2.4 9159.28 93504
500 0.2.4 10310.66 91072
500 0.2.4 9538.07 98336
500 0.2.4 9996.02 95200
500 0.2.4 8888 88368
500 0.2.4 10208.7 98384
500 0.2.4 8884.25 95360
500 0.2.4 10563.84 89936
500 0.2.4 9454.53 96576
500 0.2.4 10231.66 85776
500 0.2.4 7042.15 84864
500 0.2.4 10507.68 100928
500 0.2.4 9820.19 93808
500 0.2.4 10103.41 90352
500 0.2.4 9103.26 96144
500 0.2.4 10352.77 86064
500 0.2.4 10008.73 93904
500 0.2.4 10008.65 94688
500 0.2.4 6980.85 89792
500 0.2.4 10459.57 96128
500 0.2.4 7219.55 94384
500 0.2.4 10240.99 93632
500 0.2.4 7180.59 86864
500 0.2.4 10153.44 89408
500 0.2.4 6915.52 92688
500 0.2.4 9785.67 90288
500 0.2.4 9262.1 88192
500 0.2.4 9718.37 89712
500 0.2.4 7344 93072
